bill_id,title,description
1845125,Employment Development Department: disclosure of wage information: qualified third-party vendors.,"An act to add Section 1094.1 to the Unemployment Insurance Code, relating to privacy."
1845128,Planning and zoning: regional housing needs: exchange of allocation: Counties of Orange and San Diego.,"An act to add Section 65584.10 to the Government Code, relating to housing."
1845129,County Fire Service Retirement Law: report.,"An act to amend Section 32266 of the Government Code, relating to public retirement."
1845130,Student Aid Commission: membership.,"An act to amend Section 69510 of the Education Code, relating to student financial aid."
1845133,Sales and use tax: administration: settlements.,"An act to amend Section 7093.5 of the Revenue and Taxation Code, relating to taxation."
1845136,Broadband: fixed wireless study: Little Hoover Commission.,"An act to add and repeal Section 249 of the Public Utilities Code, relating to communications."
1845139,Greenhouse gas emissions: state board: report.,"An act to amend Section 38562.2 of the Health and Safety Code, relating to greenhouse gases."
1845146,Peace officers.,"An act to amend Section 13511.1 of the Penal Code, relating to peace officers."
1845147,Land use.,"An act to amend Section 66499 of the Government Code, relating to land use."
1845149,Disorderly conduct: prostitution.,"An act to amend Section 647 of the Penal Code, relating to disorderly conduct."
1845151,Public swimming pools.,"An act to amend Section 116064.2 of, and to add Sections 116064.3 and 116064.4 to, the Health and Safety Code, relating to public health."
1845152,Driver’s licenses: instruction permits and provisional licenses.,"An act to amend, repeal, and add Sections 12509, 12509.5, 12660, and 12814.6 of, and to add Section 11103.5 to, the Vehicle Code, relating to driver’s licenses."
1845153,Tobacco: retailer disclosures.,"An act to add Article 6 (commencing with Section 104559.6) to Chapter 1 of Part 3 of Division 103 of the Health and Safety Code, relating to tobacco."
1845157,Social Media Harm Reduction Pilot Program.,"An act to add and repeal Division 21 (commencing with Section 27000) of the Health and Safety Code, relating to social media."
1845158,Bail: pretrial release.,"An act to amend Section 1270 of the Penal Code, relating to criminal procedure."
1845159,Vehicles: motorcycle: safety helmet exception.,"An act to amend Section 27803 of the Vehicle Code, relating to vehicles."
1845161,California Environmental Quality Act.,"An act to amend Section 21000 of the Public Resources Code, relating to environmental quality."
1845163,State Partnership for Affordable Housing Registries in California Grant Program.,"An act to add Chapter 2.6 (commencing with Section 50480) to Part 2 of Division 31 of the Health and Safety Code, relating to housing."
1845167,California Alternative Energy and Advanced Transportation Financing Authority Act.,"An act to amend Sections 26003 and 26011.8 of the Public Resources Code, and to amend Section 6010.8 of the Revenue and Taxation Code, relating to public resources, to take effect immediately, tax levy."
1845171,State and local public employees: labor relations: strikes.,"An act to add Section 3550.1 to the Government Code, relating to public employment."
1845172,Corrections: prisoners.,"An act to amend Section 2600 of the Penal Code, relating to corrections."
1845176,Office of Planning and Research: permitting accountability transparency dashboard.,"An act to add Section 65040.18 to the Government Code, relating to land use."
1845178,Local Youth Mental Health Boards.,"An act to add Chapter 1.2 (commencing with Section 5625) to Part 2 of Division 5 of the Welfare and Institutions Code, relating to mental health."
1845179,Healing arts: California Body Contouring Council: practitioners.,"An act to add Chapter 10.8 (commencing with Section 4660) to Division 2 of the Business and Professions Code, relating to body contouring."
1845180,Public Utilities Act.,"An act to amend Section 201 of the Public Utilities Code, relating to public utilities."
1845181,State Department of Public Health: breast cancer information.,"An act to amend Section 138.6 of the Health and Safety Code, relating to public health."
1846132,"Cash assistance for aged, blind, and disabled immigrants.","An act to amend, repeal, and add Sections 18937, 18938, and 18939 of, and to amend the heading of Chapter 10.3 (commencing with Section 18937) of Part 6 of Division 9 of, the Welfare and Institutions Code, relating to public social services."
1846134,Homelessness: California Interagency Council on Homelessness.,"An act to amend Section 8255 of, and repeal Section 8256 of, the Welfare and Institutions Code, relating to homelessness."
1846135,Vehicular air pollution: heavy-duty trucks.,"An act to add Section 43101.2 to the Health and Safety Code, relating to air pollution."
1846137,Criminal records: sealing.,"An act to amend Section 851.91 of the Penal Code, relating to criminal records."
1846142,"Bowie’s Law: animals: adoption, shelter overcrowding, and breeding.","An act to add Section 32004 to, and to add and repeal Section 32005 of, the Food and Agricultural Code, and to amend Sections 122045 and 122055 of, and to add Section 122111 to, the Health and Safety Code, relating to animals."
1846148,Taxation: Transactions and Use Tax Law: limit increase.,"An act to add Chapter 2.5 (commencing with Section 7286.10) to Part 1.7 of Division 2 of the Revenue and Taxation Code, relating to taxation."
1846154,California Conservation Corps.,"An act to amend Section 14000 of the Public Resources Code, relating to the California Conservation Corps."
1846156,Public works: prevailing wages: access to records.,"An act to add Section 1776.2 to the Labor Code, relating to public works."
1846161,Barbering and cosmetology: licensees: manicurists.,"An act to amend Sections 7314.3, 7337, 7347, and 7389 of, and to add Section 7389.1 to, the Business and Professions Code, relating to barbering and cosmetology."
1846162,Prescriptions: personal use pharmaceutical disposal system.,"An act to add Section 4076.8 to the Business and Professions Code, relating to healing arts."
1846167,Flood control: City of Woodland: Lower Cache Creek.,"An act to add Section 12663.1 to the Water Code, relating to water."
1846168,Public works: prevailing wages.,"An act to amend Section 1773 of the Labor Code, relating to public works."
1846173,Criminal law: civil compromise.,"An act to amend Section 1377 of, and to repeal and add Section 1378 of, the Penal Code, relating to crimes."
1846176,Juveniles: mentoring programs.,"An act to amend Sections 366.1 and 706.5 of the Welfare and Institutions Code, relating to juveniles."
1846178,User authentication.,"An act to add Chapter 22.9 (commencing with Section 22685) to Division 8 of the Business and Professions Code, relating to social media platforms."
1846180,Railroad employee safety.,"An act to amend Section 7000 of the Labor Code, relating to railroad employees."
1846181,Employment eligibility: reverification.,"An act to amend Section 1019.2 of the Labor Code, relating to employment."
1846183,Medi-Cal managed care: network adequacy standards.,"An act to amend Sections 14197, 14197.05, and 14197.7 of the Welfare and Institutions Code, relating to Medi-Cal."
1846185,Crimes: child neglect.,"An act to amend Section 273a of the Penal Code, relating to crimes."
1846187,Violent felonies: domestic violence.,"An act to amend Sections 667.1, 667.5, and 1170.125 of the Penal Code, relating to violent felonies."
1846189,State freeways: air space.,"An act to amend Section 146 of the Streets and Highways Code, relating to transportation."
1846195,Incarcerated persons: health records.,"An act to amend Section 56.10 of the Civil Code, and to add Section 4034 to the Penal Code, relating to incarcerated persons."
1846197,Zero-emission schoolbus replacement grants: private contractors.,"An act to amend Section 121 of Chapter 52 of the Statutes of 2022, relating to air pollution, and making an appropriation therefor."
1846203,Personal Income Tax Law: Corporation Tax Law: administration: Income Tax Stabilization Fund.,"An act to amend Sections 19603 and 19604 of, and to add Section 19606 to, the Revenue and Taxation Code, relating to taxation."
